Unnamed: 0,Nom,Lien,Début,Fin,Distance,Type voie,Nature voie,Revêtement,Carte,Coordonnées de début,Coordonnées de fin,Coordonnées milieu,Énergie produite annuelle (kWh / m2 de panneau)
252,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Fontenoy-le-Château à Jussey (Haute-Saône)",https://www.af3v.org/les-voies-vertes/voies/828-v50-la-voie-bleue-moselle-saone-a-velo-de-fontenoy-le-chateau-a-jussey-haute-saone,FONTENOY LE CHATEAU,JUSSEY,"37,1km",Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.8989720000000005,47.824940121417306,6.200762999999999,47.974776&crs=EPSG:4326","('5.8989720000000005', '47.824940121417306')","('6.200762999999999', '47.974776')","(6.0498674999999995, 47.89985806070865)",260.61
253,"V33 - La Seine à vélo / Voie verte de la Seine, de Méry-sur-Seine à Troyes",https://www.af3v.org/les-voies-vertes/voies/453-la-seine-a-velo-voie-verte-de-la-seine-de-mery-sur-seine-a-troyes,MERY SUR SEINE,ST JULIEN LES VILLAS,"37,1km",Voie verte lisse,Piste cyclable,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.88860211127613,48.264798,4.111926,48.51088013457557&crs=EPSG:4326","('3.88860211127613', '48.264798')","('4.111926', '48.51088013457557')","(4.000264055638065, 48.387839067287786)",276.11
254,"EV6 - Véloroute du Doubs, de Samerey à Ranchot",https://www.af3v.org/les-voies-vertes/voies/220-ev6-veloroute-du-doubs-de-samerey-a-ranchot,SAMEREY,RANCHOT,"37,5km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.356162,47.055453,5.726662000000001,47.15253&crs=EPSG:4326","('5.356162', '47.055453')","('5.726662000000001', '47.15253')","(5.541412000000001, 47.1039915)",256.05
255,Voie des Salines,https://www.af3v.org/les-voies-vertes/voies/219-voie-des-salines,RANS,SALINS LES BAINS,"38,0km",Voie verte lisse,Route,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.726126,46.94587902471358,5.879811466897271,47.144445&crs=EPSG:4326","('5.726126', '46.94587902471358')","('5.879811466897271', '47.144445')","(5.802968733448635, 47.04516201235678)",257.28
256,"EV6 - de l'Atlantique à la Mer Noire, de Nevers à Champvert (Decize)",https://www.af3v.org/les-voies-vertes/voies/560-ev6-de-l-atlantique-a-la-mer-noire-de-nevers-a-champvert-decize,NEVERS,CHAMPVERT,"38,2km",Voie verte lisse,chemin de halage (95%) routes partagées (5%),Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.181491,46.809823,3.511784,46.963819&crs=EPSG:4326","('3.181491', '46.809823')","('3.511784', '46.963819')","(3.3466375, 46.886821)",273.4
257,Pistes de la Forêt de Rambouillet,https://www.af3v.org/les-voies-vertes/voies/233-pistes-de-la-foret-de-rambouillet,RAMBOUILLET,RAMBOUILLET,"38,3km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.684213,48.661964,1.858245,48.760772&crs=EPSG:4326","('1.684213', '48.661964')","('1.858245', '48.760772')","(1.771229, 48.711368)",271.87
258,Voie Verte Hourtin - Lacanau,https://www.af3v.org/les-voies-vertes/voies/398-voie-verte-hourtin-lacanau,HOURTIN,LACANAU,"38,3km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.167495,44.978206,-1.049713,45.235863&crs=EPSG:4326","('-1.167495', '44.978206')","('-1.049713', '45.235863')","(-1.108604, 45.1070345)",276.13
259,"EV4 - La Vélomaritime, de Fort-Mahon à Le Touquet-Paris-Plage",https://www.af3v.org/les-voies-vertes/voies/681-ev4-la-velomaritime-de-fort-mahon-a-le-touquet-paris-plage,FORT MAHON PLAGE,LE TOUQUET PARIS PLAGE,"38,9km",Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.5668208194102302,50.3399227225205,1.6596398795329803,50.511209&crs=EPSG:4326","('1.5668208194102302', '50.3399227225205')","('1.6596398795329803', '50.511209')","(1.6132303494716052, 50.42556586126025)",266.99
260,"EV4 - La Vélomaritime, de Le Tréport à St-Valéry-sur-Somme.",https://www.af3v.org/les-voies-vertes/voies/679-ev4-la-velomaritime-de-le-treport-a-st-valery-sur-somme,LE TREPORT,ST VALERY SUR SOMME,"39,0km",Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.37511,50.062097999999985,1.6502401223031153,50.21494800000001&crs=EPSG:4326","('1.37511', '50.062097999999985')","('1.6502401223031153', '50.21494800000001')","(1.5126750611515578, 50.13852299999999)",267.29
261,"EV3 / V81 - Véloroute du Piémont Pyrénéen (V81) et La Scandibérique (EV3), de Urt à Escos",https://www.af3v.org/les-voies-vertes/voies/662-veloroute-du-piemont-pyreneen-v81-et-la-scandiberique-ev3-de-urt-a-escos,URT,ESCOS,"39,3km",Voie verte lisse,Chemin de halage et voies partagées.,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.293939,43.438861990189686,-0.9941681071449909,43.526002&crs=EPSG:4326","('-1.293939', '43.438861990189686')","('-0.9941681071449909', '43.526002')","(-1.1440535535724954, 43.48243199509484)",271.26
262,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Semuy à Dom-le-Mesnil",https://www.af3v.org/les-voies-vertes/voies/1168-v34-veloroute-du-canal-des-ardennes-voie-verte-sud-ardennes-de-semuy-a-dom-le-mesnil,SEMUY,DOM LE MESNIL,"39,7km",Voie verte lisse,véloroute,enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.65251759269734,49.4854241857397,4.85953691621966,49.6935493352743&crs=EPSG:4326","('4.65251759269734', '49.4854241857397')","('4.85953691621966', '49.6935493352743')","(4.7560272544585, 49.589486760507)",267.0
263,"EV8 - La Méditerranée à vélo, de Beaucaire à Cavaillon",https://www.af3v.org/les-voies-vertes/voies/94-la-mediterranee-a-velo-de-beaucaire-a-cavaillon,BEAUCAIRE,CAVAILLON,"39,7km",Voie verte lisse,voies partagées (44%) - Voies vertes (56%),Enrobé lisse pour l'essentiel,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.43698987496089,43.67127686818807,5.033627,43.8288089750559&crs=EPSG:4326","('4.43698987496089', '43.67127686818807')","('5.033627', '43.8288089750559')","(4.735308437480445, 43.75004292162198)",261.21
264,"VD3 - St-Malo - Presqu'Île de Rhuys, de St-Méen-le-Grand à Ploërmel",https://www.af3v.org/les-voies-vertes/voies/554-v3-bretagne-st-malo-presqu-ile-de-rhuys-de-st-meen-le-grand-a-ploermel,ST MEEN LE GRAND,PLOERMEL,"40,1km",Voie verte lisse,Voie Verte 55 % ; voies partagées 45 %,Enrobé lisse ou voie asphaltée,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-2.408527,47.935104,-2.173313,48.184837&crs=EPSG:4326","('-2.408527', '47.935104')","('-2.173313', '48.184837')","(-2.29092, 48.059970500000006)",266.09
265,Voie Verte Le Lude - La Flèche - Baugé,https://www.af3v.org/les-voies-vertes/voies/186-voie-verte-le-lude-la-fleche-bauge,LE LUDE,BAUGE EN ANJOU,"40,7km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.101849,47.539687,0.16581999999999997,47.694101&crs=EPSG:4326","('-0.101849', '47.539687')","('0.16581999999999997', '47.694101')","(0.031985499999999986, 47.616894)",274.6
266,"V53 - Entre Champagne et Bourgogne, de Chaumont à Langres",https://www.af3v.org/les-voies-vertes/voies/1094-v53-entre-champagne-et-bourgogne-de-chaumont-a-langres,CHAUMONT,LANGRES,"40,8km",Voie verte lisse,Voie verte,Enduit,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.153725,47.870462480706394,5.341580864228131,48.115895&crs=EPSG:4326","('5.153725', '47.870462480706394')","('5.341580864228131', '48.115895')","(5.2476529321140655, 47.9931787403532)",253.62
267,"EV3 - Scandibérique, de Senlis à Claye-Souilly / Trans'Oise,  de Senlis à Ermenonville",https://www.af3v.org/les-voies-vertes/voies/407-ev3-scandiberique-de-senlis-a-claye-souilly-trans-oise-de-senlis-a-ermenonville,SENLIS,CLAYE SOUILLY,"41,0km",Voie verte lisse,Route forestière,Stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.5919,48.956453,2.68348265557911,49.206886999999995&crs=EPSG:4326","('2.5919', '48.956453')","('2.68348265557911', '49.206886999999995')","(2.637691327789555, 49.08167)",271.26
268,"EV6 - Véloroute du Doubs, de Besançon à Baume-les-Dames",https://www.af3v.org/les-voies-vertes/voies/218-ev6-veloroute-du-doubs-de-besancon-a-baume-les-dames,BESANCON,BAUME LES DAMES,"41,8km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.030753,47.225815,6.833458,47.504433&crs=EPSG:4326","('6.030753', '47.225815')","('6.833458', '47.504433')","(6.4321055000000005, 47.365123999999994)",251.5
269,"EV19 - La Meuse à vélo, de Dun-sur-Meuse à Verdun",https://www.af3v.org/les-voies-vertes/voies/724-ev19-la-meuse-a-velo-de-dun-sur-meuse-a-verdun,DUN SUR MEUSE,VERDUN,"42,3km",Voie verte lisse,Routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.16884,49.159445999999996,5.387555,49.381067&crs=EPSG:4326","('5.16884', '49.159445999999996')","('5.387555', '49.381067')","(5.2781975, 49.2702565)",271.56
270,Voie verte de la Bresse jurassienne,https://www.af3v.org/les-voies-vertes/voies/965-voie-verte-de-la-bresse-jurassienne,TAVAUX,LONS LE SAUNIER,"42,5km",Voie verte lisse,Ancienne voie ferrée,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.40707977702594,46.67455465502621,5.494940082339431,47.05936554081539&crs=EPSG:4326","('5.40707977702594', '46.67455465502621')","('5.494940082339431', '47.05936554081539')","(5.4510099296826855, 46.8669600979208)",255.74
271,"Véloroute du Canal d'Aire à La Bassée, de Aire-sur-la-Lys à Billy-Berclau",https://www.af3v.org/les-voies-vertes/voies/1249-veloroute-du-canal-d-aire-a-la-bassee-de-aire-sur-la-lys-a-billy-berclau,AIRE SUR LA LYS,BILLY BERCLAU,"43,2km",Voie verte lisse,Voie Verte,asphalte,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.4134399988689306,50.496926309865195,2.88531419365558,50.642498305002576&crs=EPSG:4326","('2.4134399988689306', '50.496926309865195')","('2.88531419365558', '50.642498305002576')","(2.6493770962622554, 50.56971230743389)",266.1
272,"V70 - La Régordane, de Sommières à Palavas-les-Flots",https://www.af3v.org/les-voies-vertes/voies/209-la-regordane-de-sommieres-a-palavas-les-flots,SOMMIERES,PALAVAS LES FLOTS,"43,7km",Voie verte lisse,Diverse,Divers,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.8942589999999995,43.531436,4.091344,43.78699499999999&crs=EPSG:4326","('3.8942589999999995', '43.531436')","('4.091344', '43.78699499999999')","(3.9928014999999997, 43.659215499999995)",252.1
273,Voie Verte d'Evreux à la vallée du Bec,https://www.af3v.org/les-voies-vertes/voies/92-voie-verte-d-evreux-a-la-vallee-du-bec,EVREUX,LE BEC HELLOUIN,"43,9km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.705601,49.016255,1.136927,49.241038&crs=EPSG:4326","('0.705601', '49.016255')","('1.136927', '49.241038')","(0.9212640000000001, 49.1286465)",270.64
274,V85 - de Le Vigan à Quissac,https://www.af3v.org/les-voies-vertes/voies/348-de-le-vigan-a-quissac,LE VIGAN,QUISSAC,"43,9km",Voie verte lisse,ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.6071210000000002,43.907837999999984,4.006705,44.0024706755921&crs=EPSG:4326","('3.6071210000000002', '43.907837999999984')","('4.006705', '44.0024706755921')","(3.806913, 43.955154337796046)",253.31
275,"V56 - St-Jacques à vélo / Vélovoie des lacs de la forêt d'Orient, de St-Julien-les-Villas à Dienville",https://www.af3v.org/les-voies-vertes/voies/69-st-jacques-a-velo-velovoie-des-lacs-de-la-foret-d-orient-de-st-julien-les-villas-a-dienville,ST JULIEN LES VILLAS,DIENVILLE,"44,0km",Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.110515,48.254733,4.526584,48.356137&crs=EPSG:4326","('4.110515', '48.254733')","('4.526584', '48.356137')","(4.3185495, 48.305435)",278.56
276,V65 - de  Toulon au Lavandou / Parcours cyclable du littoral,https://www.af3v.org/les-voies-vertes/voies/35-v65-de-toulon-au-lavandou-parcours-cyclable-du-littoral,TOULON,LE LAVANDOU,"44,1km",Voie verte lisse,Voies en site propre 85% ; voies partagées 15%,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.929205,43.07977,6.358866,43.15064&crs=EPSG:4326","('5.929205', '43.07977')","('6.358866', '43.15064')","(6.144035499999999, 43.115205)",244.8
277,"V52 - Voie verte de la Marne, de Dormans à Condé-sur-Marne",https://www.af3v.org/les-voies-vertes/voies/471-v52-voie-verte-de-la-marne-de-dormans-a-conde-sur-marne,DORMANS,CONDE SUR MARNE,"44,6km",Voie verte lisse,Chemin de halage,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.636156721448523,49.041447999999995,4.177516,49.098901&crs=EPSG:4326","('3.636156721448523', '49.041447999999995')","('4.177516', '49.098901')","(3.9068363607242613, 49.07017449999999)",268.21
278,"V41 - V41 : St-Jacques à vélo via Chartres / Voie verte de la vallée de l'Eure, de Pacy-sur-Eure à Sainte-Gemme-Moronval",https://www.af3v.org/les-voies-vertes/voies/346-v41-st-jacques-a-velo-via-chartres-voie-verte-de-la-vallee-de-l-eure-de-pacy-sur-eure-a-sainte-gemme-moronval,ST GEORGES MOTEL,BUEIL,"44,7km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.3414019999999998,48.737720999999986,1.46185,49.01376414502879&crs=EPSG:4326","('1.3414019999999998', '48.737720999999986')","('1.46185', '49.01376414502879')","(1.4016259999999998, 48.87574257251438)",270.35
279,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Berry-au-Bac à Rethel",https://www.af3v.org/les-voies-vertes/voies/1062-v34-veloroute-du-canal-des-ardennes-voie-verte-sud-ardennes-de-berry-au-bac-a-rethel,BERRY AU BAC,RETHEL,"44,9km",Voie verte lisse,Site propre,enduit,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.9047429999999994,49.39880500000001,4.36186807757094,49.52402288676309&crs=EPSG:4326","('3.9047429999999994', '49.39880500000001')","('4.36186807757094', '49.52402288676309')","(4.13330553878547, 49.46141394338155)",266.09
280,"V50 - La Voie Bleue, Moselle-Saône à vélo / Voie Verte du canal des Vosges, d'Épinal à Fontenoy-le-Château",https://www.af3v.org/les-voies-vertes/voies/14-v50-la-voie-bleue-moselle-saone-a-velo-voie-verte-du-canal-des-vosges-d-epinal-a-fontenoy-le-chateau,EPINAL,FONTENOY LE CHATEAU,"45,9km",Voie verte lisse,Canal,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.200345,47.974776,6.451201,48.20889920633301&crs=EPSG:4326","('6.200345', '47.974776')","('6.451201', '48.20889920633301')","(6.325773, 48.0918376031665)",260.92
281,Voie verte la Traverse,https://www.af3v.org/les-voies-vertes/voies/1140-voie-verte-la-traverse,COURTES,SAINT-JUST,"46,6km",Voie verte lisse,voie verte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.078905119416654,46.17897245843408,5.3222483132098,46.45792289103629&crs=EPSG:4326","('5.078905119416654', '46.17897245843408')","('5.3222483132098', '46.45792289103629')","(5.200576716313227, 46.31844767473518)",255.75
282,"EV1 - La Vélodyssée, de Vieux-Boucau à Bayonne",https://www.af3v.org/les-voies-vertes/voies/658-ev1-la-velodyssee-de-vieux-boucau-a-bayonne,VIEUX BOUCAU LES BAINS,BAYONNE,"46,8km",Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.496653,43.488353999999994,-1.391045,43.786106&crs=EPSG:4326","('-1.496653', '43.488353999999994')","('-1.391045', '43.786106')","(-1.4438490000000002, 43.637229999999995)",270.34
283,"V53 - Entre Champagne et Bourgogne, de Joinville à Chaumont",https://www.af3v.org/les-voies-vertes/voies/1093-v53-entre-champagne-et-bourgogne-de-joinville-a-chaumont,JOINVILLE,CHAUMONT,"47,9km",Voie verte lisse,Voie verte,Enduit,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.11900330431673,48.115927000000006,5.165945,48.442832&crs=EPSG:4326","('5.11900330431673', '48.115927000000006')","('5.165945', '48.442832')","(5.142474152158365, 48.279379500000005)",266.38
284,"V47 - V47 : Le Loir à vélo, de Château-du-Loir à La Flèche",https://www.af3v.org/les-voies-vertes/voies/1158-v47-le-loir-a-velo-de-chateau-du-loir-a-la-fleche,CHATEAU DU LOIR,LA FLECHE,"49,8km",Voie verte lisse,Voie partagée (80%) et voie verte (20%),enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.075673,47.63068299999999,0.41493,47.694101&crs=EPSG:4326","('-0.075673', '47.63068299999999')","('0.41493', '47.694101')","(0.16962850000000002, 47.662392)",273.09
285,"EV6 - de l'Atlantique à la Mer Noire / La Loire à vélo, de Orléans à Sully-sur-Loire",https://www.af3v.org/les-voies-vertes/voies/210-ev6-de-l-atlantique-a-la-mer-noire-la-loire-a-velo-de-orleans-a-sully-sur-loire,ORLEANS,SULLY SUR LOIRE,"50,0km",Voie verte lisse,Route,Autre,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.920327,47.76710977751098,2.37000385897334,47.90133299999999&crs=EPSG:4326","('1.920327', '47.76710977751098')","('2.37000385897334', '47.90133299999999')","(2.1451654294866698, 47.83422138875548)",273.98
286,"EV3 - La Scandibérique / V80 : Canal des deux mers à vélo, de Fontet à Vianne",https://www.af3v.org/les-voies-vertes/voies/188-ev3-la-scandiberique-v80-canal-des-deux-mers-a-velo-de-fontet-a-vianne,FONTET,VIANNE,"50,6km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.024784,44.237052,0.326103,44.563074&crs=EPSG:4326","('-0.024784', '44.237052')","('0.326103', '44.563074')","(0.1506595, 44.400063)",273.07
287,"EV1 - La Vélodyssée, de Montalivet à Lacanau-Océan",https://www.af3v.org/les-voies-vertes/voies/653-ev1-la-velodyssee-de-montalivet-a-lacanau-ocean,VENDAYS MONTALIVET,LACANAU,"50,7km",Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.182594,45.003502,-1.131708,45.37166185415564&crs=EPSG:4326","('-1.182594', '45.003502')","('-1.131708', '45.37166185415564')","(-1.1571509999999998, 45.187581927077815)",276.42
288,"Le Canal des 2 mers à vélo (V80), de  Toulouse à Avignonet-Lauragais",https://www.af3v.org/les-voies-vertes/voies/6-le-canal-des-2-mers-a-velo-v80-de-toulouse-a-avignonet-lauragais,TOULOUSE,MONTFERRAND,"51,2km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.420273,43.353991,1.81836363418802,43.616326&crs=EPSG:4326","('1.420273', '43.353991')","('1.81836363418802', '43.616326')","(1.61931831709401, 43.4851585)",239.94
289,"EV1 - La Vélodyssée, de La Teste-de-Buch à Parentis-en-Born",https://www.af3v.org/les-voies-vertes/voies/656-ev1-la-velodyssee-de-la-teste-de-buch-a-parentis-en-born,LA TESTE DE BUCH,PARENTIS EN BORN,"51,5km",Voie verte lisse,Sentier,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.249857,44.346509,-1.073737,44.60922536644642&crs=EPSG:4326","('-1.249857', '44.346509')","('-1.073737', '44.60922536644642')","(-1.161797, 44.47786718322321)",272.78
290,"EV1 - Vélodyssée, de Bayonne à Hendaye / Véloroute du Littoral Atlantique en Pyrénées-Atlantiques",https://www.af3v.org/les-voies-vertes/voies/430-ev1-velodyssee-de-bayonne-a-hendaye-veloroute-du-littoral-atlantique-en-pyrenees-atlantiques,BAYONNE,HENDAYE,"51,7km",Voie verte lisse,Route,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.788154,43.34261699999999,-1.465291,43.526562&crs=EPSG:4326","('-1.788154', '43.34261699999999')","('-1.465291', '43.526562')","(-1.6267225, 43.434589499999994)",271.55
291,"EV4 - La Vélomaritime, de Boulogne-sur-Mer à Calais",https://www.af3v.org/les-voies-vertes/voies/508-la-velomaritime-de-boulogne-sur-mer-a-calais,BOULOGNE SUR MER,CALAIS,"51,8km",Voie verte lisse,Voie partagée (80%) et voie verte (20%),Bitume (85%) / stabilisé  (15%),"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.590014,50.723470999999996,1.8505574433664602,50.9668209104537&crs=EPSG:4326","('1.590014', '50.723470999999996')","('1.8505574433664602', '50.9668209104537')","(1.7202857216832301, 50.84514595522685)",264.55
292,"EV8 / V80 - Méditerranée à vélo : Canal des deux mers à vélo, de Béziers à Sète",https://www.af3v.org/les-voies-vertes/voies/39-ev8-mediterranee-a-velo-v80-canal-des-deux-mers-a-velo-de-beziers-a-sete,BEZIERS,SETE,"52,1km",Voie verte lisse,"chemin de halage en partie,.- Voies vertes ou routes tranquilles",Enrobé lisse ou voie asphaltée,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.216484,43.28617699999999,3.6970929999999997,43.401741999999985&crs=EPSG:4326","('3.216484', '43.28617699999999')","('3.6970929999999997', '43.401741999999985')","(3.4567885, 43.34395949999998)",244.49
293,"EV17a - ViaRhôna, d'Arles à Port-Saint-Louis-du-Rhône",https://www.af3v.org/les-voies-vertes/voies/379-viarhona-d-arles-a-port-saint-louis-du-rhone,ARLES,PORT ST LOUIS DU RHONE,"52,1km",Voie verte lisse,Voies en site propre 95 % ; voies partagées 10 %,enduit lisse (90 %) - enduit gravillonné (10 %),"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.614663,43.35304,4.8792,43.678085999999986&crs=EPSG:4326","('4.614663', '43.35304')","('4.8792', '43.678085999999986')","(4.7469315000000005, 43.51556299999999)",265.79
294,Véloroute de la vallée de la Sauer (de Lembach à Drusenheim),https://www.af3v.org/les-voies-vertes/voies/786-veloroute-de-la-vallee-de-la-sauer-de-lembach-a-drusenheim,LEMBACH,SELTZ,"52,7km",Voie verte lisse,piste cyclable,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.742193999999999,48.888169999999995,8.133042,49.045549586704894&crs=EPSG:4326","('7.742193999999999', '48.888169999999995')","('8.133042', '49.045549586704894')","(7.937617999999999, 48.96685979335244)",261.53
295,Voie Verte des Hautes Vosges,https://www.af3v.org/les-voies-vertes/voies/151-voie-verte-des-hautes-vosges,CORNIMONT,BUSSANG,"52,9km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.603760000000001,47.85349699999998,6.854700593751289,48.0179&crs=EPSG:4326","('6.603760000000001', '47.85349699999998')","('6.854700593751289', '48.0179')","(6.729230296875645, 47.93569849999999)",255.74
296,VD3 - Voie Verte de Questembert à Mauron,https://www.af3v.org/les-voies-vertes/voies/73-voie-verte-de-questembert-a-mauron-v3-bretagne,QUESTEMBERT,MAURON,"53,2km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-2.441701,47.687142,-2.27487,48.082172&crs=EPSG:4326","('-2.441701', '47.687142')","('-2.27487', '48.082172')","(-2.3582855, 47.884657000000004)",264.85
297,"V40b - Véloscénie, de Rambouillet à Massy (par Versailles)",https://www.af3v.org/les-voies-vertes/voies/562-veloscenie-de-rambouillet-a-massy-par-versailles,RAMBOUILLET,MASSY,"53,2km",Voie verte lisse,Voie partagée,Bitume (80%) / stabilisé  (20%),"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.825297,48.61907,2.2726738240085615,48.774604&crs=EPSG:4326","('1.825297', '48.61907')","('2.2726738240085615', '48.774604')","(2.0489854120042805, 48.696837)",272.47
298,"EV6 - Voie Verte du Canal du Rhône au Rhin, de Montbéliard à Mulhouse",https://www.af3v.org/les-voies-vertes/voies/119-ev6-voie-verte-du-canal-du-rhone-au-rhin-de-montbeliard-a-mulhouse,MONTBELIARD,MULHOUSE,"54,1km",Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.833829,47.504599,7.358128,47.751104&crs=EPSG:4326","('6.833829', '47.504599')","('7.358128', '47.751104')","(7.095978499999999, 47.6278515)",250.57
299,Voie Verte de la vallée de l'Ognon,https://www.af3v.org/les-voies-vertes/voies/624-voie-verte-de-la-vallee-de-l-ognon,LURE,MONTAGNEY SERVIGNEY,"54,5km",Voie verte lisse,Ancienne voie ferrée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.234770311879713,47.47822779214559,6.57166131073948,47.6900597712621&crs=EPSG:4326","('6.234770311879713', '47.47822779214559')","('6.57166131073948', '47.6900597712621')","(6.403215811309597, 47.584143781703844)",252.11
300,V473 - Voie Verte de Mimizan-Plage à Sabres,https://www.af3v.org/les-voies-vertes/voies/249-voie-verte-de-mimizan-plage-a-sabres,MIMIZAN,SABRES,"54,7km",Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.283121,44.1479932104267,-0.7465931692752521,44.24494089839589&crs=EPSG:4326","('-1.283121', '44.1479932104267')","('-0.7465931692752521', '44.24494089839589')","(-1.014857084637626, 44.19646705441129)",273.4
