,Nom,Lien,Début,Fin,Distance,Type voie,Nature voie,Revêtement,Carte,Coordonnées de début,Coordonnées de fin,Coordonnées milieu,% Couverture correspondant (200m),Groupes nature voie,Energie produite annuelle (kWh),Énergie produite annuelle (kWh / 860m2 de panneau),Unnamed: 0,SolarScore
193,"EV6 - de l'Atlantique à la Mer Noire / V51a : Tour de Bourgogne du sud, de Santenay à Chalon-sur-Saône",https://www.af3v.org/les-voies-vertes/voies/189-ev6-de-l-atlantique-a-la-mer-noire-v51a-tour-de-bourgogne-du-sud-de-santenay-a-chalon-sur-saone,Santenay,Chalon sur saone,27.9,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.693772,46.776094,4.861416,46.911068&crs=EPSG:4326","('4.693772', '46.776094')","('4.861416', '46.911068')","(4.777594000000001, 46.843581)",0.72,Bord de rivière ou canal,78.93,67880.0,192,D
194,La Voie Bressane / Louhans - Lons-le-Saunier,https://www.af3v.org/les-voies-vertes/voies/495-la-voie-bressane-louhans-lons-le-saunier,Louhans,Lons le saunier,28.0,Voie verte lisse,enrobé quelques courts passages en enduit,Français,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.24228,46.62565,5.559443,46.676131&crs=EPSG:4326","('5.24228', '46.62565')","('5.559443', '46.676131')","(5.4008614999999995, 46.6508905)",0.71,Voie verte,78.65,67639.0,193,D
195,"EV17 - Via Rhôna, de Jons à Lyon",https://www.af3v.org/les-voies-vertes/voies/213-ev17-via-rhona-de-jons-a-lyon,Vaulx en velin,Lyon 07,28.1,Voie verte lisse,Canal,Stabilisé bien roulant et enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.83333,45.74812800000001,5.07874457143093,45.80983699999998&crs=EPSG:4326","('4.83333', '45.74812800000001')","('5.07874457143093', '45.80983699999998')","(4.956037285715465, 45.7789825)",0.71,Bord de rivière ou canal,84.73,72868.0,194,C
196,De Marseillan-Plage à Balaruc-le-Vieux - Partie nord du tour de l'étang de Thau,https://www.af3v.org/les-voies-vertes/voies/341-de-marseillan-plage-a-balaruc-le-vieux-partie-nord-du-tour-de-l-etang-de-thau,Marseillan,Balaruc le vieux,28.2,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.530954,43.319171,3.68301694668896,43.47017687670327&crs=EPSG:4326","('3.530954', '43.319171')","('3.68301694668896', '43.47017687670327')","(3.60698547334448, 43.39467393835163)",0.71,Bord de voie ferrée,109.35,94041.0,195,B
197,V65 - de Port-Grimaud à Fréjus / Parcours cyclable du littoral,https://www.af3v.org/les-voies-vertes/voies/538-v65-de-port-grimaud-a-frejus-parcours-cyclable-du-littoral,Grimaud,Frejus,28.5,Voie verte lisse,voies vertes 80 % voies partagées 20 %,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.5733,43.26725,6.73688,43.42495&crs=EPSG:4326","('6.5733', '43.26725')","('6.73688', '43.42495')","(6.6550899999999995, 43.3461)",0.7,Voie verte,115.82,99605.0,196,A
198,"EV3 / V52 - Scandibérique, de Claye-Souilly à Paris / Paris - Strasbourg / Voie Verte du Canal de l'Ourcq",https://www.af3v.org/les-voies-vertes/voies/11-ev3-scandiberique-de-claye-souilly-a-paris-v-52-paris-strasbourg-voie-verte-du-canal-de-l-ourcq,Claye souilly,Paris 01,28.6,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.3443464781422216,48.85383999569388,2.665687,48.95702&crs=EPSG:4326","('2.3443464781422216', '48.85383999569388')","('2.665687', '48.95702')","(2.505016739071111, 48.90542999784694)",0.7,Bord de rivière ou canal,63.3,54438.0,197,E
199,Véloroute du Pays de Bitche,https://www.af3v.org/les-voies-vertes/voies/911-veloroute-du-pays-de-bitche,Walschbronn,Lemberg,28.7,Voie verte lisse,voie verte et voie partagée,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.35652582615069,48.98696948940828,7.482750582373961,49.14441498087219&crs=EPSG:4326","('7.35652582615069', '48.98696948940828')","('7.482750582373961', '49.14441498087219')","(7.419638204262325, 49.06569223514023)",0.7,Voie verte,71.86,61800.0,198,D
200,Voie Verte de la forêt de la Hardt,https://www.af3v.org/les-voies-vertes/voies/123-voie-verte-de-la-foret-de-la-hardt,Kembs,Munchhouse,28.9,Voie verte lisse,Sentier,Enduit gravillonné,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.441809054973601,47.652878999999984,7.5110220000000005,47.883575&crs=EPSG:4326","('7.441809054973601', '47.652878999999984')","('7.5110220000000005', '47.883575')","(7.4764155274868, 47.768226999999996)",0.69,Bord de sentier,75.57,64990.0,199,D
201,"Voie Verte du Canal du Midi à Montségur, tronçon Moulin-Neuf à Bram",https://www.af3v.org/les-voies-vertes/voies/1005-voie-verte-du-canal-du-midi-a-montsegur-troncon-moulin-neuf-a-bram,Moulin neuf,Montreal,29.5,Voie verte lisse,Voie ferrée,Stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.94825149642393,43.077260882102586,2.12623374079374,43.255435498541885&crs=EPSG:4326","('1.94825149642393', '43.077260882102586')","('2.12623374079374', '43.255435498541885')","(2.0372426186088353, 43.16634819032224)",0.68,Bord de voie ferrée,91.72,78879.0,200,C
202,"V31 - Véloroute de la Forêt de Mormal, de Denain à Le Quesnoy",https://www.af3v.org/les-voies-vertes/voies/739-veloroute-de-la-foret-de-mormal-de-denain-a-le-quesnoy,Denain,Le quesnoy,29.5,Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.385733,50.250219,3.636709,50.32783099999999&crs=EPSG:4326","('3.385733', '50.250219')","('3.636709', '50.32783099999999')","(3.511221, 50.289024999999995)",0.68,Bord de route,62.09,53397.0,201,E
203,"EV3 - Scandibérique / Voie Verte du canal du Loing, de Nemours à Châlette-sur-Loing",https://www.af3v.org/les-voies-vertes/voies/486-ev3-scandiberique-voie-verte-du-canal-du-loing-de-nemours-a-chalette-sur-loing,Nemours,Chalette sur loing,29.6,Voie verte lisse,Chemin de halage,mixte,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.688869,48.02707399999999,2.764593,48.266316&crs=EPSG:4326","('2.688869', '48.02707399999999')","('2.764593', '48.266316')","(2.726731, 48.146694999999994)",0.68,Bord de rivière ou canal,68.84,59202.0,202,E
204,"Voie Verte le Chemin vert, liaison entre voie Bleue (V50) et vallée du Doubs (EV6)",https://www.af3v.org/les-voies-vertes/voies/124-voie-verte-le-chemin-vert-liaison-entre-voie-bleue-v50-et-vallee-du-doubs-ev6,Vesoul,Loulans verchamp,29.7,Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.1534959050295805,47.439417999999975,6.281213,47.61936999999998&crs=EPSG:4326","('6.1534959050295805', '47.439417999999975')","('6.281213', '47.61936999999998')","(6.21735445251479, 47.52939399999998)",0.67,Ancienne ligne ferrovière,72.84,62642.0,203,D
205,"EV6 - La Loire à Vélo, de La Charité-sur-Loire à Cuffy (pont de Guétin)",https://www.af3v.org/les-voies-vertes/voies/214-ev6-la-loire-a-velo-de-la-charite-sur-loire-a-cuffy-pont-de-guetin,La charite sur loire,Cuffy,29.8,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.00836,46.94703199999999,3.076268,47.174534&crs=EPSG:4326","('3.00836', '46.94703199999999')","('3.076268', '47.174534')","(3.042314, 47.060783)",0.67,Bord de rivière ou canal,72.83,62634.0,204,D
206,"EV15 - Voie Verte du canal du Rhône au Rhin, de Strasbourg à Friesenheim",https://www.af3v.org/les-voies-vertes/voies/61-ev15-voie-verte-du-canal-du-rhone-au-rhin-de-strasbourg-a-friesenheim,Strasbourg,Friesenheim,29.9,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.649841,48.319261,7.73875,48.57434&crs=EPSG:4326","('7.649841', '48.319261')","('7.73875', '48.57434')","(7.6942955, 48.446800499999995)",0.67,Bord de rivière ou canal,74.03,63666.0,205,D
207,"V50 - La Voie Bleue, Moselle-Saône à vélo / Voie Verte Chemin de la Moselle, de Apach à Thionville",https://www.af3v.org/les-voies-vertes/voies/24-v50-la-voie-bleue-moselle-saone-a-velo-voie-verte-chemin-de-la-moselle-de-apach-a-thionville,Apach,Thionville,30.2,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.174994999999999,49.353266999999995,6.373607,49.47095999999999&crs=EPSG:4326","('6.174994999999999', '49.353266999999995')","('6.373607', '49.47095999999999')","(6.2743009999999995, 49.41211349999999)",0.66,Bord de sentier,69.1,59426.0,206,E
208,"EV3 / V41 - EV3 : La Scandibérique / V41 : St-Jacques à vélo via Chartres, de Bordeaux à La Brède",https://www.af3v.org/les-voies-vertes/voies/544-ev3-la-scandiberique-v41-st-jacques-a-velo-via-chartres-de-bordeaux-a-la-brede,Bordeaux,La brede,30.2,Voie verte lisse,Route,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-0.618537,44.6808300848914,-0.5221758177511259,44.836896&crs=EPSG:4326","('-0.618537', '44.6808300848914')","('-0.5221758177511259', '44.836896')","(-0.5703564088755629, 44.7588630424457)",0.66,Bord de route,81.66,70228.0,207,C
209,Véloroute de l'Ill (sud),https://www.af3v.org/les-voies-vertes/voies/789-veloroute-de-l-ill-sud,Altkirch,Raedersdorf,30.4,Voie verte lisse,voie mixte,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.210009,47.46957299999998,7.390351430315181,47.62767099999998&crs=EPSG:4326","('7.210009', '47.46957299999998')","('7.390351430315181', '47.62767099999998')","(7.3001802151575905, 47.54862199999998)",0.66,Voie verte,74.36,63950.0,208,D
210,"V830 - La Rétro-Littorale, de Poussan à Montpellier",https://www.af3v.org/les-voies-vertes/voies/574-la-retro-littorale-de-poussan-a-montpellier,Montpellier,Poussan,30.6,Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=3.6730871601534743,43.46906604866399,3.8962928179942407,43.6039938957477&crs=EPSG:4326","('3.6730871601534743', '43.46906604866399')","('3.8962928179942407', '43.6039938957477')","(3.7846899890738577, 43.53652997220584)",0.65,Ancienne ligne ferrovière,107.54,92484.0,209,B
211,"EV3 - Scandibérique / EV6 : de l'Atlantique à la Mer Noire / La Loire à vélo, de Amboise à Tours",https://www.af3v.org/les-voies-vertes/voies/146-ev3-scandiberique-ev6-de-l-atlantique-a-la-mer-noire-la-loire-a-velo-de-amboise-a-tours,Amboise,Tours,30.7,Voie verte lisse,Route,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.688732,47.370212,0.9858380000000001,47.414416&crs=EPSG:4326","('0.688732', '47.370212')","('0.9858380000000001', '47.414416')","(0.8372850000000001, 47.392314)",0.65,Bord de route,68.53,58936.0,210,E
212,"EV1 - La Vélodyssée, de Royan à Montalivet / Voie Verte du Littoral Atlantique",https://www.af3v.org/les-voies-vertes/voies/652-ev1-la-velodyssee-de-royan-a-montalivet-voie-verte-du-littoral-atlantique,Royan,Vendays montalivet,30.8,Voie verte lisse,Piste cyclable et sections de routes en voie partagée,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.158356,45.37166185415559,-1.067391,45.567533&crs=EPSG:4326","('-1.158356', '45.37166185415559')","('-1.067391', '45.567533')","(-1.1128735, 45.469597427077794)",0.65,Bord de route,89.27,76772.0,211,C
213,"V51a - Voie Verte de Bourgogne du sud en Val Lamartinien, de Cluny à Mâcon",https://www.af3v.org/les-voies-vertes/voies/43-voie-verte-de-bourgogne-du-sud-en-val-lamartinien-de-cluny-a-macon,Cluny,Macon,31.0,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.654413,46.289898,4.830105317055773,46.424823999999994&crs=EPSG:4326","('4.654413', '46.289898')","('4.830105317055773', '46.424823999999994')","(4.742259158527887, 46.357361)",0.65,Bord de voie ferrée,79.59,68447.0,212,D
214,V66 - La Rétro littorale de Sommières à Nîmes / Voie Verte de la Vaunage),https://www.af3v.org/les-voies-vertes/voies/138-la-retro-littorale-de-sommieres-a-nimes-voie-verte-de-la-vaunage,Sommieres,Caveirac,31.1,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.09137158840307,43.766056,4.374571528162712,43.827642262686474&crs=EPSG:4326","('4.09137158840307', '43.766056')","('4.374571528162712', '43.827642262686474')","(4.232971558282891, 43.79684913134324)",0.64,Bord de voie ferrée,105.73,90928.0,213,B
215,"EV1 - Vélodyssée, de Marennes à La Tremblade / Voie verte de Ronce les Bains à La Tremblade",https://www.af3v.org/les-voies-vertes/voies/116-velodyssee-de-marennes-a-la-tremblade-voie-verte-de-ronce-les-bains-a-la-tremblade,Marennes,La tremblade,31.2,Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.233796,45.697288131053824,-1.101782,45.83742599999999&crs=EPSG:4326","('-1.233796', '45.697288131053824')","('-1.101782', '45.83742599999999')","(-1.167789, 45.76735706552691)",0.64,Bord de route,88.95,76497.0,214,C
216,"V51a - Voie Verte de Bourgogne du sud, de Chalon-sur-Saône à St-Gengoux-le-National",https://www.af3v.org/les-voies-vertes/voies/44-v51a-voie-verte-de-bourgogne-du-sud-de-chalon-sur-saone-a-st-gengoux-le-national,Chalon sur saone,St gengoux le national,31.3,Voie verte lisse,Ancienne voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.668698737563429,46.60664920156713,4.857234,46.785013&crs=EPSG:4326","('4.668698737563429', '46.60664920156713')","('4.857234', '46.785013')","(4.762966368781715, 46.695831100783565)",0.64,Ancienne ligne ferrovière,78.64,67630.0,215,D
217,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Fumay à Monthermé",https://www.af3v.org/les-voies-vertes/voies/719-ev19-la-meuse-a-velo-voie-verte-trans-ardennes-de-fumay-a-montherme,Fumay,Montherme,31.4,Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.644014,49.868747,4.735075,49.99743&crs=EPSG:4326","('4.644014', '49.868747')","('4.735075', '49.99743')","(4.6895445, 49.9330885)",0.64,Bord de rivière ou canal,61.47,52864.0,216,E
218,"EV3 - La Scandibérique / Voie Verte Coulée d'Oc, de Marthon à Angoulême",https://www.af3v.org/les-voies-vertes/voies/81-ev3-la-scandiberique-voie-verte-coulee-d-oc-de-marthon-a-angouleme,Mornac,Souffrignac,31.4,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.151852,45.60998800000001,0.47394800000000004,45.679973000000004&crs=EPSG:4326","('0.151852', '45.60998800000001')","('0.47394800000000004', '45.679973000000004')","(0.3129, 45.6449805)",0.64,Bord de voie ferrée,78.89,67845.0,217,D
219,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Givet à Fumay",https://www.af3v.org/les-voies-vertes/voies/83-ev19-la-meuse-a-velo-voie-verte-trans-ardennes-de-givet-a-fumay,Givet,Fumay,31.5,Voie verte lisse,Canal,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.695561,49.993984,4.828970075023908,50.154211999999994&crs=EPSG:4326","('4.695561', '49.993984')","('4.828970075023908', '50.154211999999994')","(4.762265537511954, 50.07409799999999)",0.63,Bord de rivière ou canal,61.79,53139.0,218,E
220,Véloroute Molsheim - Saverne,https://www.af3v.org/les-voies-vertes/voies/790-veloroute-molsheim-saverne,Molsheim,Saverne,31.5,Voie verte lisse,voie verte et route,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.360330000000001,48.539908,7.503589999999999,48.741364999999995&crs=EPSG:4326","('7.360330000000001', '48.539908')","('7.503589999999999', '48.741364999999995')","(7.43196, 48.6406365)",0.63,Bord de route,74.63,64182.0,219,D
221,V111 - Véloroute du vignoble d'Alsace (variante),https://www.af3v.org/les-voies-vertes/voies/704-vv111-veloroute-du-vignoble-d-alsace-variante,Chatenois,Wintzenheim,31.7,Voie verte lisse,Routes en voie partagée et quelques pistes cyclables,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.279435,48.06987199999999,7.406794,48.27653068727218&crs=EPSG:4326","('7.279435', '48.06987199999999')","('7.406794', '48.27653068727218')","(7.3431145, 48.17320134363608)",0.63,Bord de route,76.17,65506.0,220,D
222,EV5 / V52 - Via Romea Francigena / V52,https://www.af3v.org/les-voies-vertes/voies/697-via-romea-francigena-v52,Hesse,Saverne,31.7,Voie verte lisse,Chemin de halage,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=7.033656,48.691697,7.361323,48.74199099999999&crs=EPSG:4326","('7.033656', '48.691697')","('7.361323', '48.74199099999999')","(7.1974895, 48.716843999999995)",0.63,Bord de rivière ou canal,69.14,59460.0,221,E
223,V861 - Via Venaissia / Voie verte d'Orange à Velleron,https://www.af3v.org/les-voies-vertes/voies/418-via-venaissia-voie-verte-d-orange-a-velleron,Orange,Velleron,31.8,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.836394516287026,43.9607629588927,5.04982635944112,44.135213698909894&crs=EPSG:4326","('4.836394516287026', '43.9607629588927')","('5.04982635944112', '44.135213698909894')","(4.943110437864073, 44.0479883289013)",0.63,Bord de voie ferrée,112.7,96922.0,222,A
224,Voie Verte Boucle de la Moselle tronçon 1,https://www.af3v.org/les-voies-vertes/voies/29-voie-verte-boucle-de-la-moselle-troncon-1,Pompey,Toul,32.3,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.899095,48.63044384324959,6.208197,48.779283&crs=EPSG:4326","('5.899095', '48.63044384324959')","('6.208197', '48.779283')","(6.0536460000000005, 48.70486342162479)",0.62,Bord de sentier,72.18,62075.0,223,D
225,"V46 - V46 : Cœur de France à vélo / Canal de Berry, de Vierzon à Bourges",https://www.af3v.org/les-voies-vertes/voies/925-v46-c-ur-de-france-a-velo-canal-de-berry-de-vierzon-a-bourges,Vierzon,Bourges,32.5,Voie verte lisse,Voie Verte,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=2.07262020189834,47.07918800000001,2.3898670000000006,47.219990275724385&crs=EPSG:4326","('2.07262020189834', '47.07918800000001')","('2.3898670000000006', '47.219990275724385')","(2.2312436009491705, 47.14958913786219)",0.62,Voie verte,73.14,62900.0,224,D
226,"V16 - ""V16 : Avenue Verte London-Paris, Voie Verte du Pays de Bray, de Mesnières en Bray à Dieppe""",https://www.af3v.org/les-voies-vertes/voies/1219-v16-avenue-verte-london-paris-voie-verte-du-pays-de-bray-de-mesnieres-en-bray-a-dieppe,Mesnieres en bray,Dieppe,32.6,Voie verte lisse,Voie ferrée,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.081865980716059,49.76067393549589,1.3796611074728766,49.93430445390104&crs=EPSG:4326","('1.081865980716059', '49.76067393549589')","('1.3796611074728766', '49.93430445390104')","(1.2307635440944678, 49.84748919469847)",0.61,Bord de voie ferrée,68.45,58867.0,225,E
227,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Méréville à Charmes",https://www.af3v.org/les-voies-vertes/voies/826-la-voie-bleue-moselle-saone-a-velo-de-mereville-a-charmes,Mereville,Charmes,32.7,Voie verte lisse,piste cyclable,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.15389476349629,48.374159,6.29874812049975,48.60232214018279&crs=EPSG:4326","('6.15389476349629', '48.374159')","('6.29874812049975', '48.60232214018279')","(6.226321441998021, 48.48824057009139)",0.61,Piste cyclable,71.88,61817.0,226,D
228,"Véloroute Vallée du Tarn-Causses-Sud Cévennes (V85), de Montauban à Saint-Sulpice-la-Pointe / Voie Verte Bressols-Villemur-sur-Tarn-Bessières",https://www.af3v.org/les-voies-vertes/voies/575-veloroute-vallee-du-tarn-causses-sud-cevennes-v85-de-montauban-a-saint-sulpice-la-pointe-voie-verte-bressols-villemur-sur-tarn-bessieres,Montauban,St sulpice la pointe,32.8,Voie verte lisse,Ancienne voie ferrée,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.3360400000000001,43.78272089601298,1.6205449904417855,43.96723199999999&crs=EPSG:4326","('1.3360400000000001', '43.78272089601298')","('1.6205449904417855', '43.96723199999999')","(1.478292495220893, 43.874976448006485)",0.61,Ancienne ligne ferrovière,88.38,76007.0,227,C
229,"V70 - La Régordane, de Alès à Quissac",https://www.af3v.org/les-voies-vertes/voies/363-la-regordane-de-ales-a-quissac,Ales,Quissac,33.0,Voie verte lisse,Rivière,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=4.000676,43.91273399999998,4.095016,44.146248&crs=EPSG:4326","('4.000676', '43.91273399999998')","('4.095016', '44.146248')","(4.047846, 44.02949099999999)",0.61,Bord de rivière ou canal,103.58,89079.0,228,B
230,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Thionville à Metz",https://www.af3v.org/les-voies-vertes/voies/345-v50-la-voie-bleue-moselle-saone-a-velo-de-thionville-a-metz,Thionville,Metz,33.0,Voie verte lisse,Rivière,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.162292,49.12996999999999,6.204124,49.35338000000001&crs=EPSG:4326","('6.162292', '49.12996999999999')","('6.204124', '49.35338000000001')","(6.1832080000000005, 49.241675)",0.61,Bord de rivière ou canal,72.46,62316.0,229,D
231,"EV1 - La Vélodyssée, de Parentis-en-Born à Mimizan",https://www.af3v.org/les-voies-vertes/voies/82-ev1-la-velodyssee-de-parentis-en-born-a-mimizan,Parentis en born,Mimizan,33.0,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=-1.2956250000000002,44.20424200856879,-1.073737,44.346509&crs=EPSG:4326","('-1.2956250000000002', '44.20424200856879')","('-1.073737', '44.346509')","(-1.184681, 44.2753755042844)",0.61,Bord de sentier,92.05,79163.0,230,C
232,"EV4 - La Vélomaritime, de Le Touquet-Paris-Plage à Boulogne-sur-Mer",https://www.af3v.org/les-voies-vertes/voies/683-ev4-la-velomaritime-de-le-touquet-paris-plage-a-boulogne-sur-mer,Boulogne sur mer,Etaples,33.2,Voie verte lisse,Pistes cyclables et sections de routes en voie partagée,Bitume,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.57258801664512,50.509558,1.637141628712003,50.723470999999996&crs=EPSG:4326","('1.57258801664512', '50.509558')","('1.637141628712003', '50.723470999999996')","(1.6048648226785616, 50.616514499999994)",0.6,Bord de route,72.78,62591.0,231,D
233,"Voie Verte du canal de Bourgogne, de Dijon à Saint Jean de Losne",https://www.af3v.org/les-voies-vertes/voies/41-voie-verte-du-canal-de-bourgogne-de-dijon-a-saint-jean-de-losne,Dijon,St jean de losne,33.3,Voie verte lisse,Chemin de halage,26% revêtement lisse et 74% revêtement rugueux,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.003811,47.0996941754597,5.2635135765699,47.324218&crs=EPSG:4326","('5.003811', '47.0996941754597')","('5.2635135765699', '47.324218')","(5.13366228828495, 47.21195608772985)",0.6,Bord de rivière ou canal,77.72,66839.0,232,D
234,"V46 - Coeur de France à vélo / Cher à vélo, de Tours à Chenonceaux",https://www.af3v.org/les-voies-vertes/voies/641-v46-coeur-de-france-a-velo-cher-a-velo-de-tours-a-chenonceaux,Tours,Chenonceaux,33.6,Voie verte lisse,Routes en voie partagée et quelques pistes cyclables,Enrobé et stabilisé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=0.696132,47.32430099999999,1.082161,47.37556999999999&crs=EPSG:4326","('0.696132', '47.32430099999999')","('1.082161', '47.37556999999999')","(0.8891465, 47.34993549999999)",0.6,Bord de route,67.92,58411.0,233,E
235,"EV17 - ViaRhôna, de Chanaz à Brégnier-Cordon",https://www.af3v.org/les-voies-vertes/voies/160-ev17-viarhona-de-chanaz-a-bregnier-cordon,Chanaz,Bregnier cordon,33.7,Voie verte lisse,Voie verte 85%  ;  voies partagées 15%,Enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=5.64105539127911,45.63393676668831,5.79120388720971,45.81281699999999&crs=EPSG:4326","('5.64105539127911', '45.63393676668831')","('5.79120388720971', '45.81281699999999')","(5.71612963924441, 45.723376883344145)",0.59,Voie verte,90.54,77864.0,234,C
236,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Metz à Pont-à-Mousson",https://www.af3v.org/les-voies-vertes/voies/824-v50-la-voie-bleue-moselle-saone-a-velo-de-metz-a-pont-a-mousson,Metz,Pont a mousson,33.7,Voie verte lisse,piste cyclable,enrobé,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=6.02838,48.90827175145769,6.170468,49.130399999999995&crs=EPSG:4326","('6.02838', '48.90827175145769')","('6.170468', '49.130399999999995')","(6.099424, 49.01933587572884)",0.59,Piste cyclable,73.08,62849.0,235,D
237,"EV4 - La Vélomaritime, de St-Valéry-sur-Somme à Fort-Mahon / Tour de la Baie de Somme",https://www.af3v.org/les-voies-vertes/voies/54-ev4-la-velomaritime-de-st-valery-sur-somme-a-fort-mahon-tour-de-la-baie-de-somme,St valery sur somme,Fort mahon plage,33.9,Voie verte lisse,Sentier,Enrobé lisse,"https://sig.af3v.org/index.php/view/embed/?repository=rep1&project=veloroutes&bbox=1.5536122931785559,50.173463,1.699783,50.33981934954828&crs=EPSG:4326","('1.5536122931785559', '50.173463')","('1.699783', '50.33981934954828')","(1.626697646589278, 50.25664117477414)",0.59,Bord de sentier,70.0,60200.0,236,E
